post_id,post_date,post_caption,clean_caption,post_likes,comments,clean_comments,sentiment_analysis
3372794356936442438,2024-05-21 10:47:21,"She believed she could.. So she did 😎
Mlameh Business line is out now ✨
#mlameh #fashion #business #formal",She believed she could.. So she did 😎 Mlameh Business line is out now ✨    ,982,"['Wow😍😍', '😍😍😍😍😍😍', 'ايوه بقى ❤️❤️❤️❤️❤️🔥🔥🔥', 'Wowwwww❤❤❤', 'My favorite line 😍', '👏❤️❤️❤️', '👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻', '😢😢😢😢', 'مين القمرات', '🤩🤩🤩🤩🤩', 'هو ده اللى كنت مستنياه 😍😍', '😍😍😍😍😍😍', 'فكرة حلوة جدا جدا جدا جدا برافو عليكوا', 'My favourite line 🖤🖤', '🔥🔥🔥🔥😍']","['Wow😍😍', '😍😍😍😍😍😍', 'ايوه بقى ❤️❤️❤️❤️❤️🔥🔥🔥', 'Wo', 'My favorite line 😍', '👏❤️❤️❤️', '👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻', '😢😢😢😢', 'مين القمرات', '🤩🤩🤩🤩🤩', 'هو ده اللى كنت مستنياه 😍😍', '😍😍😍😍😍😍', 'فكرة حلوة جدا جدا جدا جدا برافو عليكوا', 'My favourite line 🖤🖤', '🔥🔥🔥🔥😍']","['positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'positive', 'negative', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
3372251518586627035,2024-05-20 16:51:45,"Latest News 🖤📰
#mlameh #business #formal #hijab #fashion",Latest News 🖤📰     ,103,"['متاح بفرع اسكندرية ؟', 'متاح مقاسات كبيره', '😍😍😍', 'عاوزين خط عطور', '😍😍😍😍', '🔥🔥🔥🔥', 'Amazing ❤❤', '🔥🔥', '❤️❤️❤️']","['متاح بفرع اسكندرية ؟', 'متاح مقاسات كبيره', '😍😍😍', 'عاوزين خط عطور', '😍😍😍😍', '🔥🔥🔥🔥', 'Amazing ❤❤', '🔥🔥', '❤️❤️❤️']","['neutral', 'neutral', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive']"
3372120370921435153,2024-05-20 12:32:12,"Get ready for summer vacation with the most appropriate choice of features for you 🩷✨
 Our beautiful @aishapasha22  choice our long shirt for her outing 
انت كمان اختارى اللي يناسبك من خلال الويب سايت واستفيدي بخصم ١٠٪؜ عند استخدامك برومو كود (M10)
‏Mlameh.com
#mlameh  #spring #modest",Get ready for summer vacation with the most appropriate choice of features for you 🩷✨  Our beautiful   choice our long shirt for her outing  انت كمان اختارى اللي يناسبك من خلال الويب سايت واستفيدي بخصم ٪؜ عند استخدامك برومو كود (M) ‏Mlameh.com    ,1916,"['السعر والمقاسات ؟', 'بكام والوانه اي؟', 'بكام بنطلون وكاردن ؟', 'ممكن السعر؟', 'المقاسات والألوان والسعر', 'Hm ومتاح في فرع مدينتي ؟!', 'كارديجان سعره وعنوانكم', 'بكام', 'السعر كام و فروعو فين', 'سعره كام من فضلك واطلبه ازاي', 'الوانو وسعرو', 'سعره كام وألوانه ايه والمقاسات', 'ممكن السعر والالوان😂', 'السعر والألوان لو سمحت', 'بكام لو سمحت', 'بكام لو سمحت ومقاساته ايه', 'Hm', 'هو خامته ايه', 'Hm', 'بكام ده ؟']","['السعر والمقاسات ؟', 'بكام والوانه اي؟', 'بكام بنطلون وكاردن ؟', 'ممكن السعر؟', 'المقاسات والألوان والسعر', 'Hm ومتاح في فرع مدينتي ؟!', 'كارديجان سعره وعنوانكم', 'بكام', 'السعر كام و فروعو فين', 'سعره كام من فضلك واطلبه ازاي', 'الوانو وسعرو', 'سعره كام وألوانه ايه والمقاسات', 'ممكن السعر والالوان😂', 'السعر والألوان لو سمحت', 'بكام لو سمحت', 'بكام لو سمحت ومقاساته ايه', 'Hm', 'هو خامته ايه', 'Hm', 'بكام ده ؟']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
3371527329546268047,2024-05-19 16:53:48,"استعدي لأجازة الصيف بأنسب اختيار ليك من ملامح ♥️✨
علا اختارت ٢اوتفيت مختلفين يناسبوا يومها للشوبينج او خروجه مع الأصدقاء 

انت كمان اختارى اللي يناسبك من خلال الويب سايت واستفيدي بخصم ١٠٪؜ عند استخدامك برومو كود (M10)
‏Mlameh.com
#mlameh  #spring #modest",استعدي لأجازة الصيف بأنسب اختيار ليك من ملامح ♥️✨ علا اختارت اوتفيت مختلفين يناسبوا يومها للشوبينج او خروجه مع الأصدقاء   انت كمان اختارى اللي يناسبك من خلال الويب سايت واستفيدي بخصم ٪؜ عند استخدامك برومو كود (M) ‏Mlameh.com    ,767,"['بكام الدريس البني والجاكت', 'البني كام سعره', 'اي حاجه علا بتلبسها بتحليها❤️😍', 'البني ده دريس', 'بكام الجيب؟', 'بكام الجاكت الجينز', 'بكام الجاكيت الجينس', 'بكام الجيب البني', 'Hm الدريس']","['بكام الدريس البني والجاكت', 'البني كام سعره', 'اي حاجه علا بتلبسها بتحليها❤️😍', 'البني ده دريس', 'بكام الجيب؟', 'بكام الجاكت الجينز', 'بكام الجاكيت الجينس', 'بكام الجيب البني', 'Hm الدريس']","['neutral', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
3370824886638525015,2024-05-18 17:43:30,"Our beautiful “ @fatma.sharmy “ chooses two options for her summer outing ✨

Choose what is best for you?
.
.
Get it now with 10% off using promo code (M10) 
#mlameh  #spring #modest",Our beautiful “ .sharmy “ chooses two options for her summer outing ✨  Choose what is best for you? . . Get it now with % off using promo code (M)     ,931,"['سعره كام', 'Available in store? And hm', 'مفيش نفس الالوان بدون حزام الوسط ؟', 'بكام', 'Hm please', 'How much?', 'بكام؟؟', 'بكام', 'Hm', 'Hm', 'بكام', 'Hm', 'Hm', 'ممكن سعر', 'Hm', 'Hm', 'Hm', 'Hm', 'Hm', 'Hm']","['سعره كام', 'Available in store? And hm', 'مفيش نفس الالوان بدون حزام الوسط ؟', 'بكام', 'Hm please', 'How much?', 'بكام؟؟', 'بكام', 'Hm', 'Hm', 'بكام', 'Hm', 'Hm', 'ممكن سعر', 'Hm', 'Hm', 'Hm', 'Hm', 'Hm', 'Hm']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
3370632455619972400,2024-05-18 11:12:02,"Enjoy with us in our branch in Madinaty with the first launch of the Soiree Line. ..Shop now

Mlameh in Madinaty ✨
📍All seasons park mall 
#mlameh #madinaty #fashion",Enjoy with us in our branch in Madinaty with the first launch of the Soiree Line. ..Shop now  Mlameh in Madinaty ✨ 📍All seasons park mall    ,1812,"['بكام الكاردجن', 'صورة كامله لكاردجان ده', 'موجودين ف فرع مول طنطا؟', 'هو فى مشكله ف الويب سايت بحاول ادخل بقالى يومين مش بيفتح', 'مً تعملو ف قطر', '💜💜💜💜', 'بكام الكاردجن لو سمحت', 'ديما في توفيق ❤️', 'في فرع في التجمع ؟', '❤️❤️❤️', 'السبت مش شغال بكام الكاردجن', 'بكام السوت', 'ممكن سعر الكاردجن', 'الجاكت الجينس عامل كام', 'ياجمالو .. 🛍🧚\u200d♀️', 'ممكن اعرف المكان', 'الاجابه صح', '❤️❤️', '😍😍😍😍', '❤️']","['بكام الكاردجن', 'صورة كامله لكاردجان ده', 'موجودين ف فرع مول طنطا؟', 'هو فى مشكله ف الويب سايت بحاول ادخل بقالى يومين مش بيفتح', 'مً تعملو ف قطر', '💜💜💜💜', 'بكام الكاردجن لو سمحت', 'ديما في توفيق ❤️', 'في فرع في التجمع ؟', '❤️❤️❤️', 'السبت مش شغال بكام الكاردجن', 'بكام السوت', 'ممكن سعر الكاردجن', 'الجاكت الجينس عامل كام', 'ياجمالو .. 🛍🧚\u200d♀️', 'ممكن اعرف المكان', 'الاجابه صح', '❤️❤️', '😍😍😍😍', '❤️']","['neutral', 'neutral', 'neutral', 'negative', 'neutral', 'positive', 'neutral', 'positive', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'neutral', 'positive', 'positive', 'positive']"
3370098056126248832,2024-05-17 17:33:31,"You can easily find us here inside the All Seasons Mall in Madinaty✨🤩

📍All seasons park mall 
#mlameh #madinaty #fashion",You can easily find us here inside the All Seasons Mall in Madinaty✨🤩  📍All seasons park mall    ,71,['👏'],['👏'],['neutral']
3369917039176168047,2024-05-17 11:34:03,"ملامح بتكبر بيكم اكتر وأكتر وبكدا بقينا ٣٠ فرع وقريبا فى كل محافظات مصر✨🤩 
شكرا لكل شخص ساهم في النجاح ده ، ونوعدكم دايما بالأفضل

‎كان يوم حافل وناجح بوجودكم معانا ، و كان اول يوم لعرض لاين السواريه الجديد ✨ مبسوطين ان الكوليكشن نال اعجابكم

Mlameh in Madinaty ✨
📍All seasons park mall 
#mlameh #madinaty #fashion",ملامح بتكبر بيكم اكتر وأكتر وبكدا بقينا  فرع وقريبا فى كل محافظات مصر✨🤩  شكرا لكل شخص ساهم في النجاح ده ، ونوعدكم دايما بالأفضل  ‎كان يوم حافل وناجح بوجودكم معانا ، و كان اول يوم لعرض لاين السواريه الجديد ✨ مبسوطين ان الكوليكشن نال اعجابكم  Mlameh in Madinaty ✨ 📍All seasons park mall    ,1414,"['Congratulations 😍😍😍', 'الفروع فين من فضلك', 'السلام عليكم ممكن حضرتك عناويين الفروع', 'لو سمحت فيه عنوان الفروع', 'الله الله للله😍😍😍', 'في فروع في طنطا', 'الويب سايت مش شغال وكمان الابليكشن', 'في محافظه المنيا العنوان فين', 'ممكن عناوين الفروع', 'عناوين الفروع', 'الفروع فين', 'فين الفروع', 'عنوانكم فين بالقاهره', 'فين الفروع من فضلك', 'الفروع لو سمحتم', 'فين الفروع', 'فين الفروع', 'فين الفروع', 'فين الفروع', 'فين الفروع لو سمحت']","['Congratulations 😍😍😍', 'الفروع فين من فضلك', 'السلام عليكم ممكن حضرتك عناويين الفروع', 'لو سمحت فيه عنوان الفروع', 'الله الله للله😍😍😍', 'في فروع في طنطا', 'الويب سايت مش شغال وكمان الابليكشن', 'في محافظه المنيا العنوان فين', 'ممكن عناوين الفروع', 'عناوين الفروع', 'الفروع فين', 'فين الفروع', 'عنوانكم فين بالقاهره', 'فين الفروع من فضلك', 'الفروع لو سمحتم', 'فين الفروع', 'فين الفروع', 'فين الفروع', 'فين الفروع', 'فين الفروع لو سمحت']","['positive', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'negative', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
3369136646336485805,2024-05-16 09:47:20,"From 0 to Extreme ❤️‍🔥 To provide high quality and new shopping experience to all of you 💙
Mlameh in Madinaty ✨
waiting for you all today 
📍All of seasons park mall 
#mlameh #madinaty #fashion",From  to Extreme ❤️‍🔥 To provide high quality and new shopping experience to all of you 💙 Mlameh in Madinaty ✨ waiting for you all today  📍All of seasons park mall    ,278,"['دا فرع مدينتي', 'اللهم بارك من نجاح لنجاح و عقبال الفرع 100 ❤️❤️❤️❤️', 'ما شاء الله 😍', '❤️', '❤️❤️❤️❤️', 'Best of luck 🤞 ❤️', '🔥🔥', '👏👏', '😍😍😍😍😍']","['دا فرع مدينتي', 'اللهم بارك من نجاح لنجاح و عقبال الفرع  ❤️❤️❤️❤️', 'ما شاء الله 😍', '❤️', '❤️❤️❤️❤️', 'Best of luck 🤞 ❤️', '🔥🔥', '👏👏', '😍😍😍😍😍']","['neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
3368449906533658937,2024-05-15 11:02:59,"٢٥٠٠٠٠ جنيه
‎ هديتك من ملامح …ربع مليون جنيه هديتك من ملامح🤩
‎هنكسب بكره ٥٠٠ بنت وكل واحدة هيكون ليها فاوتشر بقيمة ٥٠٠ج 
‎ده غير فى هدايا ومفاجآت كتير بكره.. هنستناكِ فى افتتاح فرعنا فى مدينتي 

Mlameh in Madinaty 💜🌸
Thursday 16/5 
Location :All of seasons park mall -F71

#mlameh #branch #opening #madinty", جنيه ‎ هديتك من ملامح …ربع مليون جنيه هديتك من ملامح🤩 ‎هنكسب بكره  بنت وكل واحدة هيكون ليها فاوتشر بقيمة ج  ‎ده غير فى هدايا ومفاجآت كتير بكره.. هنستناكِ فى افتتاح فرعنا فى مدينتي   Mlameh in Madinaty 💜🌸 Thursday /  Location All of seasons park mall -F     ,339,"['مبروووك❤️🔥', 'مبروووك❤️', 'بالتوفيق ❤️😍', 'مبروك يقلبي من نجاح لنجاح دايما❤️❤️❤️❤️❤️❤️', 'Congratulations 👏❤️', 'من نجاح لنجاح يارب دايما ❤️❤️❤️🙌🙌🙌', 'بالتوفيق', 'Congratulations ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️', 'بالتوفيق ❤️❤️❤️❤️', 'Congratulations 🎉🎉🎉', '😍😍😍😍😍Congratulations😍😍😍😍😍', 'Congratolations', '❤️❤️❤️❤️', '❤️❤️❤️❤️', 'Good luck 👍🏼', 'Best of luck 🤞', '❤️❤️❤️❤️👏👏👏👏', '❤️❤️❤️❤️❤️', '❤️❤️', '🔥🔥🔥']","['مبروووك❤️🔥', 'مبروووك❤️', 'بالتوفيق ❤️😍', 'مبروك يقلبي من نجاح لنجاح دايما❤️❤️❤️❤️❤️❤️', 'Congratulations 👏❤️', 'من نجاح لنجاح يارب دايما ❤️❤️❤️🙌🙌🙌', 'بالتوفيق', 'Congratulations ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️', 'بالتوفيق ❤️❤️❤️❤️', 'Congratulations 🎉🎉🎉', '😍😍😍😍😍Congratulations😍😍😍😍😍', 'Congratolations', '❤️❤️❤️❤️', '❤️❤️❤️❤️', 'Good luck 👍🏼', 'Best of luck 🤞', '❤️❤️❤️❤️👏👏👏👏', '❤️❤️❤️❤️❤️', '❤️❤️', '🔥🔥🔥']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
3367939184347135230,2024-05-14 18:00:00,"Mlameh in Madinaty 💜🌸

Thursday 16/5 
Location :All of seasons park mall -F71

#mlameh #branch #opening #madinty",Mlameh in Madinaty 💜🌸  Thursday /  Location All of seasons park mall -F     ,222,"['مبروك ليكم', '❤️❤️❤️Congratulations ❤️', 'ملامح يعني ثقه 👍', 'مبروك❤️', 'Congratulations ❤️', 'Congratulashions', 'عقبال فروع الوطن العربي كله عشان انتو تستاهلوا انكوا تتعرفوا في اي مكان', 'Congratulations ✌️🇵🇸', 'مبروك ❤️❤️❤️🔥👏يارب عقبال فروع ف مصر كلها والوطن العربي باذن الله ❤️👏', 'Congratulations 🎉🎉🎉', 'Congratulations 🎉', 'Congratulations 😍😍😍', 'Congratulations ❤️❤️❤️❤️❤️', '❤️❤️❤️❤️😍', '😍😍😍', 'تحفه 😍👏', '❤️❤️❤️❤️❤️❤️', '🔥😍😍😍😍😍😍', '🔥🔥🔥🔥🔥🔥🔥🔥❤️', '❤️❤️❤️']","['مبروك ليكم', '❤️❤️❤️Congratulations ❤️', 'ملامح يعني ثقه 👍', 'مبروك❤️', 'Congratulations ❤️', 'Congratulashions', 'عقبال فروع الوطن العربي كله عشان انتو تستاهلوا انكوا تتعرفوا في اي مكان', 'Congratulations ✌️🇵🇸', 'مبروك ❤️❤️❤️🔥👏يارب عقبال فروع ف مصر كلها والوطن العربي باذن الله ❤️👏', 'Congratulations 🎉🎉🎉', 'Congratulations 🎉', 'Congratulations 😍😍😍', 'Congratulations ❤️❤️❤️❤️❤️', '❤️❤️❤️❤️😍', '😍😍😍', 'تحفه 😍👏', '❤️❤️❤️❤️❤️❤️', '🔥😍😍😍😍😍😍', '🔥🔥🔥🔥🔥🔥🔥🔥❤️', '❤️❤️❤️']","['neutral', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
3367878505946763080,2024-05-14 16:00:00,"Invitations with flowers at All of seasons park mall 🌸💜
Mlameh in Madinaty 🎉

لسه قدامك الفرصه انك تكونى من البنات اللى هتكسب معانا فاوتشر ب ٥٠٠ج لما تعملى كومنت ولايك على آخر ١٠ بوست نزلوا عندنا ✨

#mlameh #branch #opening #madinty",Invitations with flowers at All of seasons park mall 🌸💜 Mlameh in Madinaty 🎉  لسه قدامك الفرصه انك تكونى من البنات اللى هتكسب معانا فاوتشر ب ج لما تعملى كومنت ولايك على آخر  بوست نزلوا عندنا ✨     ,278,"['الخامه تحفه 😻', 'اجمل براند من غير مُنافس اللهم بارك ❤️❤️❤️👏👏', 'عقبال فروع اكتر بالتوفيق تستاهلوا ❤️❤️❤️❤️', 'أجمل براند ف الدنيا 🔥', 'بالتوفيق تستاهلوا الحلو كله زي ما كل حاجه عندكوا حلوه \U0001fa77', 'احلى  واشيك لبس من ملامح ❤️❤️❤️❤️', 'احلى براند 👏👏', 'بالتوفيق  وعقبال فروع كتير😍', '❤️❤️', '❤️❤️❤️❤️❤️🔥🔥', 'ايه السكر ده❤️❤️❤️', 'َََ', 'نفسي أكسب اوووووي 😢', 'ََ', '❤️❤️❤️', '٥/١٧', '♥️', 'Congratulations 🎉🎉🎉🎉', '💜💜💜💜', '🔥🔥🔥']","['الخامه تحفه 😻', 'اجمل براند من غير مُنافس اللهم بارك ❤️❤️❤️👏👏', 'عقبال فروع اكتر بالتوفيق تستاهلوا ❤️❤️❤️❤️', 'أجمل براند ف الدنيا 🔥', 'بالتوفيق تستاهلوا الحلو كله زي ما كل حاجه عندكوا حلوه \U0001fa77', 'احلى  واشيك لبس من ملامح ❤️❤️❤️❤️', 'احلى براند 👏👏', 'بالتوفيق  وعقبال فروع كتير😍', '❤️❤️', '❤️❤️❤️❤️❤️🔥🔥', 'ايه السكر ده❤️❤️❤️', 'َََ', 'نفسي أكسب اوووووي 😢', 'ََ', '❤️❤️❤️', '/', '♥️', 'Congratulations 🎉🎉🎉🎉', '💜💜💜💜', '🔥🔥🔥']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'negative', 'neutral', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive']"
3367849287837952550,2024-05-14 15:02:23,"Mlameh Soft opening 🌺

‎وفي 500 بنت هتكسب 500 ڤاوتشرز  بقيمة 500 ج 
‎للفواتير بداية من 2000ج 
location : Madinaty  all seasons park mall -F71

#mlameh #branch #opening #madinty",Mlameh Soft opening 🌺  ‎وفي  بنت هتكسب  ڤاوتشرز  بقيمة  ج  ‎للفواتير بداية من ج  location  Madinaty  all seasons park mall -F     ,415,"['مبرووووك 👏👏👏👏 ❤️❤️ بتمني ف يوم ان شاء الله تكونوا ف سوهاج❤️❤️', 'كل الدعم😍😍', 'بالتوفيق و النجاح و عقبال الفرع ال 100❤️❤️❤️', 'ba7bekom🔥❤️', 'اجمل الاسم ملامح❤️💯✅👏', 'أنا أتعاملت معاكم اونلاين في فرع المنصوره قبل فروع القاهره والسميد لسه معايا لحد دلوقتي وباجي باخد من فرع فيصل لي ولاختي وبنتها وابعته لها امريكااااااا', 'الف مبروك ربنا يوسع عليكم كمان وكمان❤️❤️❤️', 'الف الف مبروك ويارب دايما ناجحين ومكسرين الدنيا ورقم واحد ❤️❤️❤️👏', '🔥🔥🔥❤️❤️مبروووووك', 'تحفه اوی 😍👏', 'الف الف مبروك بالتوفيق يارب دايما ومن نجاح لنجاح ❤️❤️❤️❤️❤️👏👏👏', '🔥🔥🔥🔥❤️❤️', 'أنا توقعت صح😍😍😍😍', '❤️❤️❤️🔥🔥', 'انا توقعت صح والله @mlameh_fashion_official', 'زي م توقعت 👏👏👏 يارب اكسب بقا 👏👏👏', '❤️❤️❤️❤️❤️', '❤️❤️', 'Congratulations 🎉', '❤️❤️❤️❤️']","['مبرووووك 👏👏👏👏 ❤️❤️ بتمني ف يوم ان شاء الله تكونوا ف سوهاج❤️❤️', 'كل الدعم😍😍', 'بالتوفيق و النجاح و عقبال الفرع ال ❤️❤️❤️', 'babekom🔥❤️', 'اجمل الاسم ملامح❤️💯✅👏', 'أنا أتعاملت معاكم اونلاين في فرع المنصوره قبل فروع القاهره والسميد لسه معايا لحد دلوقتي وباجي باخد من فرع فيصل لي ولاختي وبنتها وابعته لها امريكااااااا', 'الف مبروك ربنا يوسع عليكم كمان وكمان❤️❤️❤️', 'الف الف مبروك ويارب دايما ناجحين ومكسرين الدنيا ورقم واحد ❤️❤️❤️👏', '🔥🔥🔥❤️❤️مبروووووك', 'تحفه اوی 😍👏', 'الف الف مبروك بالتوفيق يارب دايما ومن نجاح لنجاح ❤️❤️❤️❤️❤️👏👏👏', '🔥🔥🔥🔥❤️❤️', 'أنا توقعت صح😍😍😍😍', '❤️❤️❤️🔥🔥', 'انا توقعت صح والله ', 'زي م توقعت 👏👏👏 يارب اكسب بقا 👏👏👏', '❤️❤️❤️❤️❤️', '❤️❤️', 'Congratulations 🎉', '❤️❤️❤️❤️']","['positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
3367787724322098318,2024-05-14 13:05:50,"Invitations with flowers at all seasons park mall 🌸🌺
Mlameh in Madinaty 🎉

thrusday 16/5 
ملامح في مدينتي 
يوم الخميس 16/5
يوم ملئ بالمفاجآت والهدايا
وفي 500 بنت هتكسب 500 ڤاوتشرز  بقيمة 500 ج 
للفواتير بداية من 2000ج 
location : All of seasons park mall -F71

#mlameh #branch #opening #madinty",Invitations with flowers at all seasons park mall 🌸🌺 Mlameh in Madinaty 🎉  thrusday /  ملامح في مدينتي  يوم الخميس / يوم ملئ بالمفاجآت والهدايا وفي  بنت هتكسب  ڤاوتشرز  بقيمة  ج  للفواتير بداية من ج  location  All of seasons park mall -F     ,489,"['ايه التحفه ده❤️❤️', 'تحفهه❤️', 'اجمل براند❤️🔥🔥🔥', 'يارب دايما بالتوفيق 😍❤️', 'الانفيتيشن تحفة ودايما مميزين', 'ممكن اعرف بكره المكلن مفتوح ولا لا', '❤️❤️❤️', '😍😍', '😍😍', '👏👏👏', 'مدينتي', '❤️❤️', '❤️❤️', '@hagar_mahmoud_2563 يلا مش هييجي حظنا حلو في مره ❤️😥', '@mohamedasmaa59 يلا من دلوقتتت😍❤️❤️', '❤️❤️👏👏👏👏', '❤️❤️❤️', '👏', '❤️❤️❤️❤️🔥', 'كرييييتف اوى وتحفه اوى اوى ماشاء الله 🤍🤍🤍🌸']","['ايه التحفه ده❤️❤️', 'تحفهه❤️', 'اجمل براند❤️🔥🔥🔥', 'يارب دايما بالتوفيق 😍❤️', 'الانفيتيشن تحفة ودايما مميزين', 'ممكن اعرف بكره المكلن مفتوح ولا لا', '❤️❤️❤️', '😍😍', '😍😍', '👏👏👏', 'مدينتي', '❤️❤️', '❤️❤️', ' يلا مش هييجي حظنا حلو في مره ❤️😥', ' يلا من دلوقتتت😍❤️❤️', '❤️❤️👏👏👏👏', '❤️❤️❤️', '👏', '❤️❤️❤️❤️🔥', 'كرييييتف اوى وتحفه اوى اوى ماشاء الله 🤍🤍🤍🌸']","['positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'negative', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
3367768007888724054,2024-05-14 12:22:56,"Getting closer…Are you Ready 💜🤩✨

#mlameh #ready #opening",Getting closer…Are you Ready 💜🤩✨    ,264,"['بحبكم', 'بالتوفيق👏', 'اشيك واجمل لبس ❤️❤️❤️', 'بالتوفيق دايما', 'بالتوفيق دايمااااا بجد تستحقوا 👏👏', 'مليووووووون مبروووووووك 😍😍', 'ما شالله عقبال خارج مصر ان شاءالله ❤️', 'فرع مدينتي🔥', '❤️❤️❤️❤️❤️❤️❤️❤️', 'مدينتى', 'مدينتي', 'مدينتى', 'مدينتى', 'فرع مدينتي ❤️❤️❤️', 'مدينتى', 'فرع مدينتي', '❤️❤️❤️❤️❤️', 'Madinaty branch', 'فرع مدينتي 😍', 'مدينتي']","['بحبكم', 'بالتوفيق👏', 'اشيك واجمل لبس ❤️❤️❤️', 'بالتوفيق دايما', 'بالتوفيق دايمااااا بجد تستحقوا 👏👏', 'مليووووووون مبروووووووك 😍😍', 'ما شالله عقبال خارج مصر ان شاءالله ❤️', 'فرع مدينتي🔥', '❤️❤️❤️❤️❤️❤️❤️❤️', 'مدينتى', 'مدينتي', 'مدينتى', 'مدينتى', 'فرع مدينتي ❤️❤️❤️', 'مدينتى', 'فرع مدينتي', '❤️❤️❤️❤️❤️', 'Madinaty branch', 'فرع مدينتي 😍', 'مدينتي']","['neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'positive', 'positive', 'neutral', 'positive', 'neutral']"
