post_id,post_date,post_caption,clean_caption,post_likes,comments,clean_comments,sentiment_analysis
3346861496649018700,2024-04-15 16:03:22,"the cheetah print revival is upon us🐆🩷🫰🏼

#stradivarius #stradilooks",the cheetah print revival is upon us🐆🩷🫰🏼   ,4889,"['Whats the code off the top please? 😊', ""Are the trousers available, as I can't find on the website. Thanks"", 'I ❤️ it . available in Indonesia ?', 'Love it! 🤎🤍', '❤️', 'Taglie e prezzi? Pantaloni ?', '🤩\U0001fa75\U0001fa75❤️❤️\U0001faf6❤️', 'I need❤️', '😍😍😍', '😍', 'Beleza natural arte e parabéns! 😮', '👏👏🔥🔥❤️❤️', 'Cheetah Girls 🐾', '🔥🔥🔥', '😍😍😍😍😍👏👏', '❤️❤️❤️', 'Cheetah Girls 🐾', '😱😱😱😱', 'I bought a bag from the Turkish branch and I was not satisfied at all, the lock was rusted after three months of use🤕', '@stradivarius Me podríais indicar donde está mi paquete?']","['Whats the code off the top please? 😊', 'Are the trousers available, as I cant find on the website. Thanks', 'I ❤️ it . available in Indonesia ?', 'Love it! 🤎🤍', '❤️', 'Taglie e prezzi? Pantaloni ?', '🤩\U0001fa75\U0001fa75❤️❤️\U0001faf6❤️', 'I need❤️', '😍😍😍', '😍', 'Beleza natural arte e parabéns! 😮', '👏👏🔥🔥❤️❤️', 'Cheetah Girls 🐾', '🔥🔥🔥', '😍😍😍😍😍👏👏', '❤️❤️❤️', 'Cheetah Girls 🐾', '😱😱😱😱', 'I bought a bag from the Turkish branch and I was not satisfied at all, the lock was rusted after three months of use🤕', ' Me podríais indicar donde está mi paquete?']","['positive', 'neutral', 'positive', 'positive', 'positive', 'neutral', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'positive', 'neutral', 'negative', 'negative', 'neutral']"
3346221405240636117,2024-04-14 18:53:11,"bts about our linen-blend collection🎬
many flowers and stolen shots

#stradivarius #stradilooks",bts about our linen-blend collection🎬 many flowers and stolen shots   ,3078,"['I am in love😍😍😍', 'Love these! 😍❤️', '😍😍😍', '😍😍😍', 'Gooodd❤️❤️', '❤️', '❤️', ""Went into the new Bristol store. So bright it hurt my eyes. Terrible service with the annoying serve yourself including taking the security tab off. Lots of frustrated customers and only one till open with a poor girl trying her best to help. If this is their idea of a nice shopping experience we'll they can keep it because I shall avoid this shop."", '😍', '😍😍😍👏👏👏👏', '😍', 'Жахливе обслуговування! Бракований товар! Адміністратор магазину- просто пофігіст!', '😍😍😍😍', '🔥🔥🔥', '👍🏻', 'Sent you a MSG :)']","['I am in love😍😍😍', 'Love these! 😍❤️', '😍😍😍', '😍😍😍', 'Gooodd❤️❤️', '❤️', '❤️', 'Went into the new Bristol store. So bright it hurt my eyes. Terrible service with the annoying serve yourself including taking the security tab off. Lots of frustrated customers and only one till open with a poor girl trying her best to help. If this is their idea of a nice shopping experience well they can keep it because I shall avoid this shop.', '😍', '😍😍😍👏👏👏👏', '😍', 'Жахливе обслуговування! Бракований товар! Адміністратор магазину- просто пофігіст!', '😍😍😍😍', '🔥🔥🔥', '👍🏻', 'Sent you a MSG )']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'negative', 'positive', 'positive', 'positive', 'negative', 'positive', 'positive', 'positive', 'neutral']"
3345421076522031651,2024-04-13 16:22:15,"cheetah print obsession at the streets💓🐆

#stradivarius #stradilooks",cheetah print obsession at the streets💓🐆   ,4795,"['🙌', '🔥🔥🔥🔥', 'Precio? Bquilla Colombia', '😍🐆✨💞', 'Los quiero como hago por favor??????', 'Esta mas cool el de bershka 🥰', '👏🙌💯🧿🙏', 'Linda e maravilhosa beleza natural arte!❤️', '🙌🙌🙌❤️', 'Nice👏👏👏', 'Quale sarebbe il numero di referenza su sito?? Vi contato dell’Italia', 'Vais a reponer ese pantalón? Gracias!', 'Sipariş  nasıl ver e bilirim', '😍😍😍😍', '😍😍😍😍', '❤️😍👏🔥', 'Cuanto valen en España?', 'Товар з браком!!!', 'Düşük bel modası gelmesin lütfenn.', ""J'espère le.trouver 😍"", ""It's definitely something I would wear."", '❤️🔥😍', 'Porque pone en la etiqueta la talla XL y no hay en las tiendas ?? 😡😡😡👎🏼👎🏼👎🏼', '@soy.maye  el pantalón que vimos!!']","['🙌', '🔥🔥🔥🔥', 'Precio? Bquilla Colombia', '😍🐆✨💞', 'Los quiero como hago por favor??????', 'Esta mas cool el de bershka 🥰', '👏🙌💯🧿🙏', 'Linda e maravilhosa beleza natural arte!❤️', '🙌🙌🙌❤️', 'Nice👏👏👏', 'Quale sarebbe il numero di referenza su sito?? Vi contato dell’Italia', 'Vais a reponer ese pantalón? Gracias!', 'Sipariş  nasıl ver e bilirim', '😍😍😍😍', '😍😍😍😍', '❤️😍👏🔥', 'Cuanto valen en España?', 'Товар з браком!!!', 'Düşük bel modası gelmesin lütfenn.', 'Jespère le.trouver 😍', 'Its definitely something I would wear.', '❤️🔥😍', 'Porque pone en la etiqueta la talla XL y no hay en las tiendas ?? 😡😡😡👎🏼👎🏼👎🏼', '.maye  el pantalón que vimos!!']","['neutral', 'positive', 'neutral', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'neutral', 'neutral', 'positive', 'positive', 'positive', 'neutral', 'negative', 'negative', 'positive', 'positive', 'positive', 'negative', 'neutral']"
3344586914953006996,2024-04-12 12:44:11,"sunrights of the spring🌞🌾💐

#stradivarius #stradilooks",sunrights of the spring🌞🌾💐   ,3002,"['por favor restock de la t-shirt de cerezas y moños por favooorrr 😭', '🔥🔥', 'Hola. Os he enviado un privado para saber qué pasa con mi pedido. Tendría q haber llegado hoy…', 'Oowwwww😍😍😍', 'Hm plz', '💝🤎❣️❣️❣️💔💔', '👍🏻', 'Nunca llegó mi paquete… @stradivarius']","['por favor restock de la t-shirt de cerezas y moños por favooorrr 😭', '🔥🔥', 'Hola. Os he enviado un privado para saber qué pasa con mi pedido. Tendría q haber llegado hoy…', 'Oo', 'Hm plz', '💝🤎❣️❣️❣️💔💔', '👍🏻', 'Nunca llegó mi paquete… ']","['positive', 'positive', 'neutral', 'neutral', 'neutral', 'positive', 'positive', 'negative']"
3343953631571573784,2024-04-11 15:45:58,"the prints of summer🐆💙

#stradivarius #stradilooks",the prints of summer🐆💙   ,7565,"['LOVE 😍', '👏👏❤️❤️❤️❤️', '❤️❤️❤️', 'I love it 😍😍😍', '❤️', 'O sea compré algo que no me gustó como se me veía y que no va a solucionarse cambiando de talla o color y entonces tengo que perder el dinero por sus políticas incompetentes???', 'Qual a referência da blusa branca com laços? Obrigada', '👏💯🧿🙏', '👏😍', 'Presi ✔️', 'ooooo', '😍', 'Me parece el colmo que quiera hacer un cambio en tienda y me dicen que no, porque lo compré en línea, independiente de cómo haya sido, fue una compra que hice en su marca, en SU TIENDA EN LÍNEA', '❤️']","['LOVE 😍', '👏👏❤️❤️❤️❤️', '❤️❤️❤️', 'I love it 😍😍😍', '❤️', 'O sea compré algo que no me gustó como se me veía y que no va a solucionarse cambiando de talla o color y entonces tengo que perder el dinero por sus políticas incompetentes???', 'Qual a referência da blusa branca com laços? Obrigada', '👏💯🧿🙏', '👏😍', 'Presi ✔️', 'ooooo', '😍', 'Me parece el colmo que quiera hacer un cambio en tienda y me dicen que no, porque lo compré en línea, independiente de cómo haya sido, fue una compra que hice en su marca, en SU TIENDA EN LÍNEA', '❤️']","['positive', 'positive', 'positive', 'positive', 'positive', 'negative', 'neutral', 'positive', 'positive', 'neutral', 'neutral', 'positive', 'negative', 'positive']"
3343217065794456006,2024-04-10 15:22:32,"buy now or cry later🐆🐆🐆

#stradivarius #stradilooks",buy now or cry later🐆🐆🐆   ,4353,"['👏👏', 'I love it❤️❤️❤️', '😍', 'On my way to Stradivarius this week😍', 'Pants size pls', 'Me pregunto si llegaran a la talla curvy?😍 estoy enamoradisima', 'I’ve been waiting for a response in the DMs regarding a missing parcel.  Please answer your messages. Thank you.', 'Porque tardan tanto en enviar los pedidos no es ni medio normal hace ya más de tres días que está en preparación y hoy me han dicho que hasta el día 16 no lo recibiré vamos ni en SHEIN me tardan tanto Lis paquetes', '😭😮😮 ROPA ANCHA O MOEDLO MUY MUY DELGADA ??? 😮😮😮', '1 semana desde que hice el pedido y sigue ""en preparación"" lo de recibierlo de 3 a 5 días...ya tal. Si no vais a cumplir los plazos, no los pongais. No le imagino quien encima pague por envío urgente.', 'Ni Shein tarda tanto en servir un pedido....', '👍🏻', 'Brutto so brutti eh😂', '@sandra_jonkman deze is ook leuk 😍', 'Mi pedido tiene más de la semana de retraso @stradivarius', ""@nikkyneyens  miljaar die broeke, kmoe z'en""]","['👏👏', 'I love it❤️❤️❤️', '😍', 'On my way to Stradivarius this week😍', 'Pants size pls', 'Me pregunto si llegaran a la talla curvy?😍 estoy enamoradisima', 'I’ve been waiting for a response in the DMs regarding a missing parcel.  Please answer your messages. Thank you.', 'Porque tardan tanto en enviar los pedidos no es ni medio normal hace ya más de tres días que está en preparación y hoy me han dicho que hasta el día  no lo recibiré vamos ni en SHEIN me tardan tanto Lis paquetes', '😭😮😮 ROPA ANCHA O MOEDLO MUY MUY DELGADA ??? 😮😮😮', ' semana desde que hice el pedido y sigue en preparación lo de recibierlo de  a  días...ya tal. Si no vais a cumplir los plazos, no los pongais. No le imagino quien encima pague por envío urgente.', 'Ni Shein tarda tanto en servir un pedido....', '👍🏻', 'Brutto so brutti eh😂', ' deze is ook leuk 😍', 'Mi pedido tiene más de la semana de retraso ', '  miljaar die broeke, kmoe zen']","['positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'negative', 'negative', 'neutral', 'negative', 'negative', 'positive', 'neutral', 'positive', 'negative', 'neutral']"
3342513212543420961,2024-04-09 16:04:07,"our most iconic pants are back in stock💓💓💓🫰🏼🫰🏼🫰🏼🐆🐆🐆

#stradivarius #stradilooks",our most iconic pants are back in stock💓💓💓🫰🏼🫰🏼🫰🏼🐆🐆🐆   ,6557,"['I need them in petite size please 😍', '🔥🔥🔥Amooo', 'Me flipa ese pantalón! 😍', ""I ordered these in March and delivery is expected for 18th April, that's nearly 3 weeks!"", 'Amoo cheetah😍😍', 'Nice👏👏❤️❤️', '😍', '😍😍😍', '😍😍😍', '👏👏👏', 'Dios SANTO , HASTA CUANDO PROMOVIENDO LA DELGAEEZ ?????????😢😢😢😮😮😮', '🔥👏', '\U0001faf0🏼\U0001faf0🏼💞💞', '😍', 'Noooooo', 'I’ve been waiting for a response in the DMs regarding a missing parcel.  Please answer your messages. Thank you.', 'Cada vez la ropa es más horrible, ya no sé donde ir a comprar... 🙄', 'Pantolonun fiyatı nedir', 'What size jacket is she wearing?', '\U0001fa77\U0001fa77\U0001fa77\U0001fa77', 'Follow my account for some fashion inspiration 💖🌻\U0001faf6🏼', '@hopescope please try this brand', 'Mi pedido tiene más de una semana de retraso @stradivarius', 'Seh’ ich an mir 🐭 @regenbogenweltall', 'No les compren… tengo un paquete perdido con ellos @stradivarius', 'No les compren @stradivarius']","['I need them in petite size please 😍', '🔥🔥🔥Amooo', 'Me flipa ese pantalón! 😍', 'I ordered these in March and delivery is expected for th April, thats nearly  weeks!', 'Amoo cheetah😍😍', 'Nice👏👏❤️❤️', '😍', '😍😍😍', '😍😍😍', '👏👏👏', 'Dios SANTO , HASTA CUANDO PROMOVIENDO LA DELGAEEZ ?????????😢😢😢😮😮😮', '🔥👏', '\U0001faf0🏼\U0001faf0🏼💞💞', '😍', 'Noooooo', 'I’ve been waiting for a response in the DMs regarding a missing parcel.  Please answer your messages. Thank you.', 'Cada vez la ropa es más horrible, ya no sé donde ir a comprar... 🙄', 'Pantolonun fiyatı nedir', 'What size jacket is she wearing?', '\U0001fa77\U0001fa77\U0001fa77\U0001fa77', 'Follow my account for some fashion inspiration 💖🌻\U0001faf6🏼', ' please try this brand', 'Mi pedido tiene más de una semana de retraso ', 'Seh’ ich an mir 🐭 ', 'No les compren… tengo un paquete perdido con ellos ', 'No les compren ']","['positive', 'positive', 'positive', 'negative', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'negative', 'positive', 'neutral', 'positive', 'negative', 'negative', 'negative', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'negative', 'neutral', 'negative', 'negative']"
3341215684686242747,2024-04-07 21:06:09,"step into the sun👙
swimwear collection

#stradivarius #stradilooks",step into the sun👙 swimwear collection   ,4881,"['In love with the whole collection 😍', '❤️', 'Q divina la modelo', '👏👏👏', '👏👏🔥', '😍', 'Revel castellar', 'Quel prix pour ce joli pantalon?', 'Que precio los pantalones verdes? Están en España?', 'Bei euch kaufe ich nicht mehr !! Ich wollte meine Bestellung zurück geben noch vor bevor 14 Tage erreicht sind und muss trotzdem 5€ irgendwas für Versand bezahlen. Echt unmöglich . Und erreichen kann man auch keinen', '😢😢😮😭que DELGADEZ ,  DIOS MIO ,,, hasta cuando ?? lo van a promover ??? 😭😭😢😢😮😮', 'Follow my account for some fashion inspiration 💖🌻\U0001faf6🏼', '@stradivarius please respond to my dm']","['In love with the whole collection 😍', '❤️', 'Q divina la modelo', '👏👏👏', '👏👏🔥', '😍', 'Revel castellar', 'Quel prix pour ce joli pantalon?', 'Que precio los pantalones verdes? Están en España?', 'Bei euch kaufe ich nicht mehr !! Ich wollte meine Bestellung zurück geben noch vor bevor  Tage erreicht sind und muss trotzdem € irgendwas für Versand bezahlen. Echt unmöglich . Und erreichen kann man auch keinen', '😢😢😮😭que DELGADEZ ,  DIOS MIO ,,, hasta cuando ?? lo van a promover ??? 😭😭😢😢😮😮', 'Follow my account for some fashion inspiration 💖🌻\U0001faf6🏼', ' please respond to my dm']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'neutral', 'neutral', 'negative', 'negative', 'positive', 'neutral']"
3339519886743322959,2024-04-05 13:00:44,"sweet, irreverent & irresistible💓🩷🎀🫧👛

#stradivarius #stradilooks","sweet, irreverent & irresistible💓🩷🎀🫧👛   ",3597,"['😍😍😍', '😍😍😍', '😍', 'Guapaaa!!!😍😍', '💓💓', 'This Song 😍😍😍', '😍😍😍', '❤️', '💓💓💓', 'Beleza natural arte! 😮', '😍💗✨', '😍😍😍', '\U0001fa77\U0001fa77', ""I am just letting people that know that I am doing as well to be safe to have to having alibi and ahead to Friday, Saturday, Sunday, Monday and so the next week to compare to last of the alto to not hint said to sneak to peak to peek that will not panic to price of the identity theft is air not never itch to snitch at block to blackaide to never other ever that we inches ounces meters and it is at lousy to their inner most thoughts to ahead head til that the sack into nothin that I will be in DAVIS HWY to 9th AVE to CREIGTON RD to not with in water to blood worth and the ST that in and wood all land to what I do with myself to the old figit of am pm to malicious cyber terrorists hackers that their they do with telecommunictions to take to not  tactics that your other of thief that thieve to their rare off that it and the open to close to that I will not die thanx... AND ALSO HERE ALL THE NAMES OF A THE MALICIOUS CYBER TERRORISTS HACKERS THAT THEY ALL ARE AND WITH AJ SAMI ALJZRA, ANOTHY WATERS (SPACESHIP), RYAN O'NEAL (GAMEOVER), AMY & ROBERT FOX, KENNY RICH, LARRY DALE KENNEDY, DALE LARRY KENNEDY, PAMELA  REA KENNEDY, TAMARRA REA  KENNEDY, VICTORIA BARBIE JONES, TONYA KENNEDY, ERICA ALLEN, BEN MACKLIN, WILLIAM THWEATT (TWEETSTONE80), ANGELA MCNULTY, GREG SOTTO, RICK FROM THE WINE BAR, VICTORIA BARBIE JONES, BRANDON, JIM HABLEK, CHERI HABLEK ALL WORKS AND BRANDON USE TO WORK AT HOTSPOT BBQ, ALTON JOHNSON & MARK RAN SECOND CHANCE HOMELESS SHELTER, JASON CROOKS & TONI THAT THEY BOTH RAN HOUSE OF LIBERTY SHUT DOWN USE TO BE HOMELESS SHELTER TOO. PHILP EDWARDS PREACHER OF CHURCH FIRST ASSEMBLY OF GOD PENTECOSTAL OF PANAMA CITY, FL EAST AVE AND THEN THAT IS RIGHT WITH CELEBRITY THAT IS ALFREDO JAMES PACINO, ROBERT DE NIRO, DANIEL DAY-LEWIS, JIM CARREY, KEVIN BACON, WARWICK DAVIS, RALPH FIENNES, HUGO HEAVING, KATHLEEN GATI, BRIAN BLESSED, JACQULINE KIMBERLY SIMPSON CARLISLE, RYAN CARLISLE, WONCHA KIM SIMPSON, CAROL SLAPP SIMPSON, KEVIN SIMPSON, EDDIE JR SIMPSON, SUGI & RICK LAMBERTS TOO...""]","['😍😍😍', '😍😍😍', '😍', 'Guapaaa!!!😍😍', '💓💓', 'This Song 😍😍😍', '😍😍😍', '❤️', '💓💓💓', 'Beleza natural arte! 😮', '😍💗✨', '😍😍😍', '\U0001fa77\U0001fa77', 'I am just letting people that know that I am doing as well to be safe to have to having alibi and ahead to Friday, Saturday, Sunday, Monday and so the next week to compare to last of the alto to not hint said to sneak to peak to peek that will not panic to price of the identity theft is air not never itch to snitch at block to blackaide to never other ever that we inches ounces meters and it is at lousy to their inner most thoughts to ahead head til that the sack into nothin that I will be in DAVIS HWY to th AVE to CREIGTON RD to not with in water to blood worth and the ST that in and wood all land to what I do with myself to the old figit of am pm to malicious cyber terrorists hackers that their they do with telecommunictions to take to not  tactics that your other of thief that thieve to their rare off that it and the open to close to that I will not die thanx... AND ALSO HERE ALL THE NAMES OF A THE MALICIOUS CYBER TERRORISTS HACKERS THAT THEY ALL ARE AND WITH AJ SAMI ALJZRA, ANOTHY WATERS (SPACESHIP), RYAN ONEAL (GAMEOVER), AMY & ROBERT FOX, KENNY RICH, LARRY DALE KENNEDY, DALE LARRY KENNEDY, PAMELA  REA KENNEDY, TAMARRA REA  KENNEDY, VICTORIA BARBIE JONES, TONYA KENNEDY, ERICA ALLEN, BEN MACKLIN, WILLIAM THWEATT (TWEETSTONE), ANGELA MCNULTY, GREG SOTTO, RICK FROM THE WINE BAR, VICTORIA BARBIE JONES, BRANDON, JIM HABLEK, CHERI HABLEK ALL WORKS AND BRANDON USE TO WORK AT HOTSPOT BBQ, ALTON JOHNSON & MARK RAN SECOND CHANCE HOMELESS SHELTER, JASON CROOKS & TONI THAT THEY BOTH RAN HOUSE OF LIBERTY SHUT DOWN USE TO BE HOMELESS SHELTER TOO. PHILP EDWARDS PREACHER OF CHURCH FIRST ASSEMBLY OF GOD PENTECOSTAL OF PANAMA CITY, FL EAST AVE AND THEN THAT IS RIGHT WITH CELEBRITY THAT IS ALFREDO JAMES PACINO, ROBERT DE NIRO, DANIEL DAY-LEWIS, JIM CARREY, KEVIN BACON, WARWICK DAVIS, RALPH FIENNES, HUGO HEAVING, KATHLEEN GATI, BRIAN BLESSED, JACQULINE KIMBERLY SIMPSON CARLISLE, RYAN CARLISLE, WONCHA KIM SIMPSON, CAROL SLAPP SIMPSON, KEVIN SIMPSON, EDDIE JR SIMPSON, SUGI & RICK LAMBERTS TOO...']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'neutral']"
3338904288728477191,2024-04-04 16:33:49,"LA VIE EN PINK🩷🎀🍬🩰👛

#stradivarius #stradilooks",LA VIE EN PINK🩷🎀🍬🩰👛   ,4745,"['Amoooo😍😍😍', '❤️', 'Wow so beautiful😍👏👏👏❤️', 'Finalmente ROSA 😍', '😍😍😍', ""Je m'habille a stradivarius j'adore ❤️😍"", '💓💓', 'Great', '😍😍❤️❤️❤️😍😍', '❤️', 'Me encanta el color', 'Super❤️❤️', '😍', 'Amo sus últimas colecciones 😍', '😭😭😢😢😮😮DIOS MIO , OTRA VEZ CON LA DELGADEZ ,,, ??????😭😭😢😢😮😮', '\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77', 'My God, how many millions of dollars do I have in my bank account, who do I send it to?', 'Precio chaqueta', '🐷🌸🌷💝🦩🎀', 'El 23 de enero tenía que recibir un pedido y me llegó más de una semana después. Del anterior pedido no me avisásteis cuando llegó al destino. Ayer tenía q haber recibido un pedido….y tampoco. Nunca cumplís ni solucionáis, ni tomáis medidas (como decís) para no seguir cometiendo esos fallos. Lamentable @stradivarius']","['Amoooo😍😍😍', '❤️', 'Wow so beautiful😍👏👏👏❤️', 'Finalmente ROSA 😍', '😍😍😍', 'Je mhabille a stradivarius jadore ❤️😍', '💓💓', 'Great', '😍😍❤️❤️❤️😍😍', '❤️', 'Me encanta el color', 'Super❤️❤️', '😍', 'Amo sus últimas colecciones 😍', '😭😭😢😢😮😮DIOS MIO , OTRA VEZ CON LA DELGADEZ ,,, ??????😭😭😢😢😮😮', '\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77', 'My God, how many millions of dollars do I have in my bank account, who do I send it to?', 'Precio chaqueta', '🐷🌸🌷💝🦩🎀', 'El  de enero tenía que recibir un pedido y me llegó más de una semana después. Del anterior pedido no me avisásteis cuando llegó al destino. Ayer tenía q haber recibido un pedido….y tampoco. Nunca cumplís ni solucionáis, ni tomáis medidas (como decís) para no seguir cometiendo esos fallos. Lamentable ']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'negative', 'neutral', 'neutral', 'neutral', 'neutral', 'negative']"
3338309846916924963,2024-04-03 20:52:46,"when you combine the linen-blend fabric with green, it looks like this💚💐

#stradivarius #stradilooks","when you combine the linen-blend fabric with green, it looks like this💚💐   ",5568,"['😍😍😍😍', '❤️😍', '🌹🌹❤️❤️❤️', '❤️', 'Hm', 'Don’t advertise if you can’t send orders in time !!!😡', '💚', '😍', 'When will these in petite be back in stock please?', '❤️❤️❤️', 'Por favor contéstenme mis mensajes, pésimo servicio, hice una cancelación de un producto y no me dan respuesta!!!', 'Precio', 'Precio conjunto', 'Geçen hafta bir ürün siparişi verdim 1 haftadır hazırlanıyor diyor neden bu kadar uzun sürdü müşteri hizmetleriyle iletişime geçiyorum bilemiyoruz diyor', '@stradivarius tengo un mes con un pedido pendiente de entrega y nada de llegar , cada vez q le escribo me dicen q esta en investigación el proceso porque el paquete fue entregado un día domingo donde el local estaba cerrado y yo nunca recibí , sigo esperando por repuesta de ustedes ???', 'El 23 de enero tenía que recibir un pedido y me llegó más de una semana después. Del anterior pedido no me avisásteis cuando llegó al destino. Ayer tenía q haber recibido un pedido….y tampoco. Aún no se lo habéis entregado a la agencia. Nunca cumplís ni solucionáis, ni tomáis medidas (como decís) para no seguir cometiendo esos fallos. Lamentable @stradivarius  No mintáis con los plazos y dad solución.', 'Cancelé el pedido por no cumplir @stradivarius sus plazos y en Atención al Cliente me dijeron que así se hacía (la persona que me atendió con anterioridad para el mismo tema, me colgó la llamada). “Sorprendentemente” no lo han cancelado, sino que me han entregado el paquete. Lógicamente, he devuelto todos los artículos. Unifiquen sis criterios, den información correcta, cumplan sus indicaciones. Lamentable su servicio y su atención al cliente @stradivarius']","['😍😍😍😍', '❤️😍', '🌹🌹❤️❤️❤️', '❤️', 'Hm', 'Don’t advertise if you can’t send orders in time !!!😡', '💚', '😍', 'When will these in petite be back in stock please?', '❤️❤️❤️', 'Por favor contéstenme mis mensajes, pésimo servicio, hice una cancelación de un producto y no me dan respuesta!!!', 'Precio', 'Precio conjunto', 'Geçen hafta bir ürün siparişi verdim  haftadır hazırlanıyor diyor neden bu kadar uzun sürdü müşteri hizmetleriyle iletişime geçiyorum bilemiyoruz diyor', ' tengo un mes con un pedido pendiente de entrega y nada de llegar , cada vez q le escribo me dicen q esta en investigación el proceso porque el paquete fue entregado un día domingo donde el local estaba cerrado y yo nunca recibí , sigo esperando por repuesta de ustedes ???', 'El  de enero tenía que recibir un pedido y me llegó más de una semana después. Del anterior pedido no me avisásteis cuando llegó al destino. Ayer tenía q haber recibido un pedido….y tampoco. Aún no se lo habéis entregado a la agencia. Nunca cumplís ni solucionáis, ni tomáis medidas (como decís) para no seguir cometiendo esos fallos. Lamentable   No mintáis con los plazos y dad solución.', 'Cancelé el pedido por no cumplir  sus plazos y en Atención al Cliente me dijeron que así se hacía (la persona que me atendió con anterioridad para el mismo tema, me colgó la llamada). “Sorprendentemente” no lo han cancelado, sino que me han entregado el paquete. Lógicamente, he devuelto todos los artículos. Unifiquen sis criterios, den información correcta, cumplan sus indicaciones. Lamentable su servicio y su atención al cliente ']","['positive', 'positive', 'positive', 'positive', 'neutral', 'negative', 'positive', 'positive', 'neutral', 'positive', 'negative', 'neutral', 'neutral', 'negative', 'negative', 'negative', 'negative']"
3337427140834634148,2024-04-02 15:39:00,"spring starts to bloom with the best looks🌹🫰🏼

#stradivarius #stradilooks",spring starts to bloom with the best looks🌹🫰🏼   ,3519,"['😍😍😍😍', '😍', 'I love it 😍😍😍', 'I LOVE YOU  STRADIVARIUS ❤️', '♥️', 'the online orders doesn’t arrive even a week later', 'I love this brand \nBut I can’t contribute in the  Genocide \nFor Palestine and Uyghur ❤️\nI chose to be human…', '🫂🫂🫂', 'hi, @stradivarius 🥰 are there any stores of yours in South Korea? couldn’t find any actual information', 'Sevgili dostlar. @wawnex olarak potansiyel ve işleyişi öğrenmek amacıyla ikinci el ürünlerimiz ile dolap uygulaması üzerinden satış yapmaktayız. Bu küçük işletmemize desteklerinizi bekleriz.']","['😍😍😍😍', '😍', 'I love it 😍😍😍', 'I LOVE YOU  STRADIVARIUS ❤️', '♥️', 'the online orders doesn’t arrive even a week later', 'I love this brand  But I can’t contribute in the  Genocide  For Palestine and Uyghur ❤️ I chose to be human…', '🫂🫂🫂', 'hi,  🥰 are there any stores of yours in South Korea? couldn’t find any actual information', 'Sevgili dostlar.  olarak potansiyel ve işleyişi öğrenmek amacıyla ikinci el ürünlerimiz ile dolap uygulaması üzerinden satış yapmaktayız. Bu küçük işletmemize desteklerinizi bekleriz.']","['positive', 'positive', 'positive', 'positive', 'positive', 'negative', 'neutral', 'positive', 'neutral', 'positive']"
